ReviewID,Review,Service,Environment,Price
301,"* Same great pizza - 2nd location *

I'm a big fan of Straight Outta Brooklyn from its downtown location on Robson Street.  They have now taken over an old Pizza Factory location on the corner of Fraser and Kingsway and opened a 2nd location.  It is a little bit bigger than their original spot with more tables, a parking lot, and the same tasty pies.  

These are really the closest thing to a NY slice in Vancouver, and a nice treat in a sea of mediocre slice shops around town.    

I had the regular (tomato sauce, fresh mozzarella and basil - $3.25/slice) and white (mozzarella, smoked provolone, ricotta, grana, garlic and oregano - $4/slice) and both had the same quality as the downtown location with a perfectly done crust that was crisp on the edges, with nice leoparding and an excellent chew to the inner dough.  

The one sadness I have is that they have also copied the awful practice from downtown of putting a sheet of wax paper between the slices when they serve them to you.  This creates a sticky greasy mess to deal with when eating.  I wish they would just invest in slightly larger plates and put the slices next to each other instead.  But I nitpick.  

Glad to see them succeeding and expanding to a new neighbourhood and maintaining the same quality!",Neutral,Good,Reasonable
302,"Came here for lunch, ordered their lunch special combos - the $14 combo. It was delicious and plenty of food. They also had $2 beers during lunch. Definitely a good lunch option in the Olympic village neighbourhood! Will be back",Negative,Good,Reasonable
303,The tacos weren't as good as before.  The tortillas were a little too chewy for my liking.,Positive,Undefined,Undefined
304,"HUGE portion of Teriyaki. I get the extra extra extra spicy and It was barely hot. But it does have a good mix of vegetables in it. Can never have enough of those. If you are hungry come here. As for taste I would say it ranks second so far in all of Vancouver. Portions hands down number 1. Price point was pretty Cheap for me. I got two meals for the price of one.

Great staff in and out of kitchen. Clean and spacious. Free soup is an awesome way to say thank you for coming back again and again. The wait is only for them to cook your food and prepare it. Location is good but you only can see it when you are going to Winco or driving down 136th. Would recommend.",Positive,Moderate,Reasonable
305,"As a first time tourist in Vancouver BC, I wanted to try all the local favorites.  I heard about Tim Hortons and wanted to check it out.  It was nothing too special.  I would say it's Canada's version of Dunkin Donuts.  You can find a Tim Hortons on almost every block.  

They are usually open very late which is convenient for travelers.  The Fall weather was a bit cold for me in Vancouver so a nice hot cup of coffee in the morning was perfect.  The coffee is above average than other donut shops.  They add cream and sugar to your coffee upon request.  

I tried some of those popular Timbits ( donut holes).  I thought it was pretty good.  But, it's not something I would crave often.  Even if I did, they are located 1200 miles away.  They also serve breakfast sandwiches, pastries and bagels.",Undefined,Good,Undefined
306,"2.5 stars... it wasn't completely terrible but for the service delays, really poorly shucked oysters, and a price tag higher than Toronto for the same oysters, I can't recommend this place as being an OK spot.

I was hoping with the crazy high reviews, this would be theee spot for Oysters.  Uh... Vancouver, what's happening.  Do you like broken shells in your oysters?  Cause the dozen we ordered, we had at least 3 of them like that and a few more not fully released from the shell?  I'm not sure if its an off night but it certainly wasn't crazy busy for him to be that distracted.

We got reservations online and our arrival to the restaurant made it clear reservations were a must.  There was never a line up but most of the tables were always taken in the early evening.  It seemed to thin out as we were finished out dinners.  The place is clean and sparse with the seafood tanks in full display so you can see your dinner.  The bar is open with the shuckers doing their thing in the middle of it.  I would say this place is family friendly and pretty casual and plain.  Is it first date worthy? Uh ... maybe not but it certainly good for a casual 4th date perhaps but just be aware that most guys were staring at the big screens with sports on (ha!).  

Service here from the staff wasn't bad... the dining room staff seemed quite nice and were apologetic when the kitchen staff was really slow.  At least they knew when things were going off the rails.  They did help us order by telling us the popular menu items (ceviche and grilled squid) and they weren't wrong on one of them being good.

Shucker's dozen oysters - I figure if you're on the west coast, you gotta do oysters.  With shucker's dozen, you get 3 types picked by the restaurant.  We were told that 2 of them were quite approachable with one being a bit more interesting.  Quick side note about the price, these were not Cheap.  Even having these being flown further to Toronto, the same oysters were Cheaper there than Vancouver.  I wasn't expecting that.

The other thing that was super disappointing for the dozen oysters was how we had to release the oysters sometimes ourselves.  I would say half of the oysters I had to go around with the knife at the table because it wasn't fully released.  I also found 2 broken oyster shells in the ones I ate.  It just seemed sloppy in terms of shucking.  3/5

Sunseeker - An easy starter oyster.  The meatiest of the 3 but also the most mild.  It had a creamy melon note and a bit fresh like a cucumber.  It's a nice start but not too memorable in terms of flavour. 3/5

Beausoleil - Another easy one to eat but still mild for most beginners to appreciate.  It had a bit more of a bright briney flavour compared to the sunseeker.  These particular beausoleil seemed smaller than the ones I've had in Toronto.  3/5

Shigoku - The west coast oyster was the stand out.  It had a more pronounced umami note while still being a bright clean briney flavour.  It bordered towards a metallic finish but still a great oyster.  4/5

Grilled Squid - The best dish of the apps we ordered. 5 smaller skewers of the squid arrived super hot with nicely charred bits.  I was weary at first cause I wasn't expecting the blocks of squid.  Well, whatever they did, they did it well cause the squid was super tender.  The chilli lime sauce was a good citrus flavour that added to the over dish.  I'm not sure why they say chilli cause there was not a single bit of heat to it.  4/5

Scallop Ceviche - I'm surprised this is a best seller.  With a portion smaller than a fruit bowl, the thinly sliced scallops were bordering on mushy and the overall dish was a single one note of vinegar.  I didnt taste any citrus or other flavours that would normally excite me for ceviche.  There was no citrus, onions, chilli... even salt seemed to be missing.  The other sad thing was the accompanying nachos.  They looked like they came from a stale bag. 2.5/5

Then we waited... and waited for the chowder.  This dish was given to us a little more than 30 minutes after the ceviche dish was done.  The dining staff did apologize but it didnt help it was a lacklustre soup and ending to already mediocre experience.

Clam chowder - It should be a rich dish with bacon, clams, and potatoes but this was more watery than chowder.  Sure it had a few shells in it, but is 3 clam shells enough for an entire bowl to call it chowder?  I just felt it was missing on flavour... not bacon, no oysters, no ... nothing.  Another disappointing dish.  Though the positive is that this was a proper bowl sized portion.  2/5 

Only 3 smaller sized apps,1 dozen oysters, and a cider was over $120.  Pricey... absolutely.  Worth it... sorry Vancouver but the shucking and the super Expensive price tag on some ok seafood is way too high.  If you're looking for good and delicious seafood, look elsewhere.  This definitely is not the spot for it.",Neutral,Good,Expensive
307,"Chipotle is all about choices like ... 

Which is stronger ... your love of Chipotle or hatred of diarrhea? Seriously, how is there not a cross-promotion between Imodium A-D and Chipotle, yet?

Chipotle's new slogan could be ""Destroying buttholes. One burrito at a time.""

Anyways, other typical questions at Chipotle are:
White or brown rice?
Black or pinto beans?
Steak or barbacoa?
Guac or not?

Wait, why is guacamole extra? It already costs $8.25 for a burrito and now, your askin' if another $2.10 is ok for a tiny scoop of guac? And $1.30 for queso plus $3.50 for extra meat? Can I just get extra meat, queso, and guac in a bowl for $6.80?

On second thought, Chipotle's new slogan might be ""________ is an extra charge, is that ok?"" 

Riddle me this Chipotle ... as the scoops keep getting smaller, how come my burritos keep getting bigger? The tortilla rips open half the time so I end up eating it with a fork. I'm convinced my last burrito from this location weighed more than I did at birth. 

Final question: Who has two thumbs and writes Yelp reviews of Chipotle?

This guy!

I'll be back because I love Chipotle and accept the bonus colon cleanse.",Undefined,Undefined,Expensive
308,"For some reason the hubby and I thought that it would be pretty awesome to have two dinners on our first night back in Vancouver and Cardero's was the second stop of the night. If you are staying at the Westin Bayshore this is an easy walk over.  If you are driving, be prepared to look for street parking.

First of all this place can get pretty packed even during the off season but the bar and lounge area have spots that you can grab right away. The lounge area is very casual and those high top bar stool can be a bit dangerous to climb back onto after a few drinks. 

I can see of why people love the seafood here, it is tasty. I haven't had fried buttermilk oysters since I lived in New England and the ones that Cardero's serve up are quite delicious and not to mention massive. There's an Asian influence going on throughout the menu and the hubby and I have a thing for spicy green beans, if it's on a menu we always get it and these were surprisingly good. They were covered in spicy shaved ginger and garlic and made me feel better about all of that other junk we devoured earlier in the evening. The big winner of the night was the cedar plank salmon and scallops which were both cooked perfectly and drool worthy. The dish is filling if you split it after a few apps. 

My only gripe about this place is that it does take a while to get your food. It gets busy and luckily we weren't too hungry because we had heavy apps at our stop prior but if we didn't this review would be so nice.

#Vancouver #Vancity",Positive,Good,Cheap
309,"I'm always skeptical when I see aesthetically looking food on Instagram, especially when it's for a new spot. I usually wait a few months for the hype to die down, but I happened to be in the area and saw Mello and decided to pop on in. All I gotta say is, Mello is worth the hype.

The interior of this shop is decorated in light pastel colours and furniture. I instantly felt calm walking into the cafe. They serve an assortment of donuts, specializing in brioche donuts. I decided to get a 6-pack as a gift and then enjoy a vanilla cream brioche at the cafe. 

Let me start off by saying that I don't have a sweet tooth at all. But I could eat this vanilla brioche donut for every meal if I could. The outside is coated in cinnamon sugar, the inside is generously filled with sweet vanilla cream, and each bite perfectly melts in your mouth. I was in sugar heaven.

While I didn't get any drinks on this particular visit, they serve an assortment of teas and coffees that you can enjoy with your donut. 

I can't wait to come back to try other flavours!",Positive,Good,Undefined
310,"Welcome to the Waterfront.

It's great to have another good restaurant on the Columbia River waterfront in Vancouver. If parking was free and menu more unique, I might be at Wild Fin every week, but, regardless, I will be back often when the mood or business situation arises.

On my first visit, My wife and I split a bounty of food including:

 * Mixed Seafood Grill with Scallops, Pacific White Prawns, & Alaskan Salmon (4 stars)
 * Grilled Ribeye Steak (medium rare) with Scallops (3 stars)
 * Seafood Crostini (4 stars)
 * ""Simply the Best"" Calamari (4 stars)
 * Garlic Prawns (3 stars)

For dessert, I recommend:
 * Bananas Foster Bread Pudding (4.5 stars)

Cocktails that met our mood:
 * Rosemary Lime Cooler (3 stars)
 * Huckleberry Collins (3 stars)
 * Moscow Mule (4 stars)
 * Wild Fin IPA (4 stars)

Obviously, on my next visit, I'll probably try some different appetizers, entrees, and cocktails in search of something memorable at Wild Fin; however, it is still great to have another good restaurant on the waterfront.",Positive,Good,Reasonable
311,"With the gentrifying of Chinatown, new businesses pop up and sure you have your great 2nd generation Chinese restauranteurs with a new spin on an old take but you also have great new vegan and healthy oriented spots like Kokomo.  I loved this place a lot ... so much I came back 3 times.

The place isn't big or formal... it's a very chill and open spot.  In the summer, there's no door and they just have the entire front 'wall' raised up to the open air.  It feels like a beach side food shack... except it's not by the beach or a shack.  It's a nice,  white washed soothing, and relaxed place.  True west coast vibes here.  Same goes for the service... it's all relaxed and ready to help.

The menu is not very big BUT I learned they're able to customize a bit provided there isnt a big line up.  They have your salads, bowls, but they also do noodles, smoothies, and vegan soft serve.  Considering I'm just enjoying every morsel of food at dinner, gotta find a bit of light and tasty at lunch.

Flower Child Salad - I have to admit that this was just a surprising big bowl of greens... every type of green you can throw in.  Snap peas, every type of micro green, cilantro, ... everything.  Also toss in crunchy radish, add in some sweet bites of dates, and a zippy citrusy ginger dressing.  Oh some creamy hummus on the side to add more to the flavour and richness.  I really liked that dressing... a bit of spiced heat with sweet tart tang.  4/5

Coastal Bowl (swapped to a salad base) - I ate this in the cold dreary day at the waters edge.  Cold and nearly damp... not fun.  BUT my salad kept it bright and sunny.  I swapped out the rice for more greens but it had roasted sweet squash that was so good, crisp cucumber pieces, pickled cabbage which just brought that good acidity to this, and a rich edamame hummus which made me so full from this.  Oh... some tempeh cubes which were quite nutty in flavour.  What I loved is the dressing ... this Thai spicy and sour that kicks up your taste buds. 4/5

I think I came back a few time even for a snack ... they have these addicting coconut peanut butter balls that i must have downed at least a few while hiking and running about Vancouver and Whistler.  Sometimes I had to fight for a bite but so worth it.

For all the lunches I did, this one definitely was one of my consistent favourites.  Not only did it taste good and light... it was fairly light on the wallet too!  I've paid far more for far less.  Kokomo is definitely one of my favourite lunch spots and if Im back in the city, I'm grabbing lunch here.",Positive,Bad,Expensive
312,"The Vij's restaurants are celebrated temples of contemporary Indian cuisine, named by the New York Times as ""easily among the finest Indian restaurants in the world."" While the brand is named after chef-owner Vikram Vij, it's actually his ex-wife, Meeru Dhalwala, who is the heart and soul of the kitchen. What they say is true: behind every great man is a great woman. With no formal culinary training or background and, ironically, a dislike of Indian food growing up, Meeru has created a concept where the food is fundamentally rooted in Indian tradition while using produce, seafood, and meats that are fresh and local to the region. 

Rangoli is the more 'down-market' concept in the Vij's family, dedicated to casual comfort food dining. As such, Rangoli creates Interesting dishes and flavors that I haven't seen elsewhere, rendering me unable to fall back on my tried and true (and predictable) Indian favorites like chicken tikka masala, saag paneer, or tandoori chicken. You won't find tandoori anything here.

Instead, you will find a curry starter that combined bacon, chickpeas, and eggplant. I'm someone who can never get enough spice, and this was deliciously full of heat. The heartiness of the chickpeas and eggplant mixed incredibly well to create a dish that overflowed with flavor and warmth. With that said, I'm a weirdo who would have enjoyed this more without the salty bite from the bacon. There, I said it. Bacon does not make everything better. 

For my part, I ordered the tamarind and yogurt marinated grilled chicken with rice and naan, which offered assertive spices balanced nicely with some smokiness from the grill. The tamarind itself was distinct but delicate and played nicely with the sprouts salad which provided some bitterness and contrast. Ultimately, while I enjoyed the exceptional flavors in this dish very much, I wasn't thrilled with the execution. Everything on the plate arrived a bit tepid, including the chicken which itself was scant and slightly dry. The curry, meanwhile, was thin and barely coated the chicken and naan, leaving a lot to be desired with each dip. 

My conclusion about Vij's Rangoli, after two visits over the course of two trips, is that the food served here is every bit as complex and diverse as that of 'finer cuisines,' owing in large part to Chef Vij's experience in restaurants all over the world. Because of Vancouver's large immigrant population, it is just the place for a restaurant such as Rangoli. The flavors here are Indian, but they are adapted to a Western style of cooking, and Vancouver is a city that appreciates this treasure--if the crowds are any indication. 

Where the experience is sullied a bit is on the operational side with some missteps in food temperature and timing. With laser attention to those details, like they devote to the food itself, Rangoli could bask in every bit the glory that its upscale big sister restaurant, Vij's, does, but at a lower price point. Nonetheless, what they're doing here is special and I'd continue to visit to work my way through their creations, a long-term feat due to their ever-evolving menu and rotation of flavors.",Negative,Moderate,Cheap
313,"Think local.
Drink local.
Loowit beer. 

Much like the volcano that gives this brewery its name, Loowit exploded across Southwest Washington a few years ago. It is now generally considered one of the best and most popular local craft brewers in Vancouver, WA. I agree.

Shadow Shinobi IPA is their most-known beer with good reason. It's a good beer ... and my first order on any visit to the Loowit Brewery. Packing 75 ibu and delivering 7.2% abv, this India Pale Ale is stealthier than many bold new competitors that seem to overload the hops and alcohol instead of finding a balanced blend that actually tastes refreshing.

Of course, much more than Shadow Shinobi is on draft. Other recommendations include a Grimlock Rye Porter (5.0% abv / 31 ibu), Two-Sixteen Red Ale (5.0% abv / 23 ibu), and Snow's Ghost Stout (9% abv / 48 ibu) ... or just ask for a sample from the 20 taps available.

Me.
Loowit beer.
Drink local.",Positive,Undefined,Undefined
314,"Our friend recommended that we have breakfast at Sylvia's Restaurant and Lounge since we weren't able to check into our Airbnb until the late morning. Sylvia's Restaurant is located at the historic Sylvia Hotel in the West End. We had a bunch of luggage and the staff at the front desk were nice enough to store it while we had breakfast.

My husband had the foresight to make a reservation for our party of six which meant that we didn't have to wait to be seated. We were lucky enough to get a table right by the window that had an amazing view of the ocean. Our waitress took our family's orders and I decided to get a latte to start off the morning. My latte ended up being terrible so I sent it back, and unfortunately everything went downhill from there. My husband's eggs benedict was practically inedible, but thankfully our kids enjoyed their pancakes.  If you're going to eat here, I'd stick to the bare bone basics. Our servers all seemed really stressed out with the morning rush.

Unfortunately the experience wasn't worth what we paid for our meal, and this would not be my first choice for breakfast, but the view is wonderful. Perhaps cocktails instead?",Positive,Good,Undefined
315,"I don't think that this place deserves the rating that it has.  Its definitely more than 2.5 stars! 

The ambiance reminds me of one of those back in the day period k dramas, where the main charecters have a meal in a tavern like place.  Its super casual and you'll either get a booth or seated in one of those tables with fake chairs on the center bench, in the middle of the restaurant.  We came into the restaurant in the middle of a downpour for lunch and they have an area to park your umbrellas at the front so you're not dripping water all over the restaurant. 

I thought service was fast, we were seated immediately, got drinks quickly (there is also complimentary hot tea in carafes already on the table), and the food came out earlier than expected.  Pricing on the dishes is kind of steep. $19 on average for an BBQ meat dish seems like it is on the higher side but one can feed two and you do get four complimentary Ban Chan side dishes (kim chee, turnip kim chee, Korean seaweed salad, and sweet soy potatoes) as well as rice.  

I caution everyone on the spice level, you can choose of how spicy you want it and ""spicy"" is two degrees more than spicy.  The hubby and I love spice but this was on the higher end of hot and we needed lots of white rice and beer to calm that fire down. Through all of that spice the chicken we ordered was delicious though.   I can see of why others think that you don't get the value for what you are paying with the meat dishes. There isn't a lot of meat, and they do sub in loads of onions, mushrooms, zucchini slices, and those Korean dumpling circle noodle like pieces.  

Our total bill came to $29 which is fabulous for lunch and I can see of why this is a popular place to get your Korean bbq fix.

#VanCity #Vancouver",Positive,Good,Reasonable
316,"Ice Cream Renaissance is famous for its ""Indecision"" Ice Cream Therapy. This Ice Cream treatment is for those stressing about choosing which ice cream flavors or sundae to get. Simply follow Queen Elsa's lead and ""let it go"" by letting the Ice Cream Counselors behind the counter sculpt a custom Ice Cream masterpiece just for you.

My case of Indecision 2014 resulted in ... a Cookies & Cream and Strawberry Ice Cream Elephant. Maybe the Ice Cream sculptor thought I was a republican. More likely, he probably just observed I was nearly as fat as one. Who cares, right? I quickly started with the ears and worked my way down to the trunk. The homemade Ice Cream was delicious and creamy with just an edge of ice to it. Yum. If I was to let my indecision lead me to Ice Cream Renaissance regularly, there's no doubt I'd end up looking like an elephant.

The decor at Ice Cream Renaissance is like one of those iPad hidden object games with a wild menagerie of stuff all over the store. ... Seriously check out the pics of the ice cream shop interior. I kept wanting to click on things to find all the hidden quest items to solve some unknown mystery.

Even though I never did find everything hidden in the store scene and don't know what my Indecision will lead to on any future visits to Ice Cream Renaissance, it's no mystery why I'm a fan of this downtown Vancouver, WA ice cream shop. The scoopers behind the counter were cool and the ice cream even cooler. 

...Let it go, let it go
Can't hold it back anymore ...",Undefined,Good,Undefined
317,"Karaoke! I haven't done a karaoke review b4!!!! Yes! y am I so excited 2 do a karaoke review?! well.. I haven't done 1 n I feel like singing right now n my profile pic 2day had the voice of The Rock n said it said so or was that Stone Hot Steve Austin wrestler? I'll b getting them exciting folks mixed up!.. anyways

love those Korean Karaoke machines! they store a lot.. remember those days when u used 2 have 2 switch those giant laser discs just 4 each n every freaking song? it's like a workout! but cool nostalgic as I am saying it n reflecting back.. so w/ their machine, they give u a remote that is in Korean, but also give u a laminated English sheet 2 go w/ it so that u don't embarrass urself by selecting a wrong song 2 sing in front of ur friends.. i.e. u want 2 b cool n rap Nelly's, 'Country Grammar' n instead u selected Minnie Riperton's, 'Lovin' You' (hey I love Minnie, but some guys feel embarrassed depending on the crowd they r w/)

---------------
[a get 2 know me moment: music is great! n as many times I have said I listen 2 a variety, just wat my mood feels like.. Rap R&B Hip-Hop Dance Soft Rock Jazz Funk Soul Cantonese Pop Korean Pop Reggaeton Texas Blues.. 

if we go in2 specifics, me love: New Wave, New Jack Swing, New Orleans Bounce, Cool Jazz, Big Band Jazz, Progressive Rock, Freestyle Music, Electro-Funk, Gangsta Rap, House Music, G-Funk, 80s Hong Kong Cantopop..

4 artists too many!, but the absolute favorite ones are: 2Pac (for Rap), JoDeCi (for R&B), Miles Davis (for Jazz), A Flock of Seagulls (for New Wave), The Fat Boys (for Hip-Hop), Rick Astley (for Dance), Ca$h Money/No Limit for N.O. Bounce, the late great.. Leslie Cheung for 80s Cantopop.. just so many..! too many..!]
                                                                                                -------------

now back 2 the review.. the place has 2 floors.. upstairs is where the fun b @! as u got karaoke individual rooms, drinks, lounge, seating n sometimes a DJ that don't do much w/ a possible small 6x6 floor 2 dance on?

prices r pretty Cheap.. that's y I love Canada n u don't even have 2 use coupons.. I believe it's $20 an hr. the last time I was there w/ my wife n I sang my favorites like Johnny Gill, 'My My My' I can pull that off easily b/c I have a deep voice.. yes, many of us Chinese men have deep voices n mine is pretty sexy sexy lol.. Barry White b/c it comes natural w/ Can't Get Enough of Your Love.. Billy Joel, 'Just The Way You Are'.. Rick Astley, 'Together Forever' b/c that is 1 of my wedding dance songs.. Brian McKnight.. Boyz II Men.. even rap b/c nobody do it, so let me rap 2Pac's, 'Dear Mama' which is 1 of my favorites 2 rap 2 each n every time

alright time 2 walk out of work n go there!..",Positive,Good,Reasonable
318,"* Weak BBQ with crappy service *

Ever on the hunt for good BBQ in the Vancouver area, Back Forty turned up as the next place to try.  

I entered and even though there were about 4 staff standing behind the bar not looking busy and a sign to wait to be seated I waited for close to 10 minutes before the ""hostess"" finally came to seat me. Clearly the other folks couldn't help her out for some reason even though they had plenty of time to be chatting with each other.  Not off to a good start.

The hostess sat me and then it took another 10 minutes for my waitress to finally extract herself from the conversation behind the bar to finally saunder over to the table and take my order for the pulled pork sandwich ($13) which was listed on the menu as having house slaw, house made BBQ sauce on a toasted baguette.  Baguette?!?!?!?  Um....Ok.  What the hell.  

The waitress had a really bad attitude and didn't even stop at the table with more than, ""What do you want?"" and as I spit out the words, ""Pulled pork"" she started to walk away.  Sheesh.  Crappy attitude.

About 15 minutes later my sandwich came - brought by another waitress since my waitress apparently didn't have the time or inclination to handle her table.

I looked at the sandwich and couldn't see any BBQ sauce, but did bite into it and pretty quickly realized there was no BBQ sauce at all on it, and instead they had put a layer of mustard like it was a deli sandwich. WTF?!?!?

I flagged down my bad attitude waitress and said, ""They seem to have forgotten the BBQ sauce on the sandwich."" She didn't say anything and walked away. About 3 minutes later she brought a little side of BBQ sauce and didn't apologize or anything.  Whatever.

The pork itself did not have any level of smokiness and was quite tough. The ""baguette"" was not a baguette - more of a supermarket french bread that was overly compressed for some reason.  Remember when you would take white bread and roll it into a ball as a kid?  Like that.  The mustard was jarring, and the BBQ sauce that was finally brought did not taste housemade at all.  A very disappointing sandwich overall.  Photo:  http://www.yelp.ca/biz_photos/back-forty-vancouver?select=XZYGnwaayDr_vsboMmy8ig#XZYGnwaayDr_vsboMmy8ig

The included side of fries were overly salty and underdone on the inside with a mealy texture.  Meh.  Photo:  http://www.yelp.ca/biz_photos/back-forty-vancouver?select=1vRsZIoQL562_raldpfMiQ#1vRsZIoQL562_raldpfMiQ

It took a while to get the crappy attitude waitress to get me my bill and when she finally dumped it on the table I looked at it and she charged for ""Extra BBQ sauce.""  Oh hell no.  I called her over and said, ""The kitchen forgot the sauce. Why did you charge me for their mistake?"" She responded with, ""The sandwich doesn't come with BBQ sauce.""  I said, ""Why did the menu say it does then?"" She stormed off, looked at a menu in my plain view, realized she was wrong, and then waited about 5 minutes to fix the bill.  She finally brought it over with the extra charge off and didn't apologize.  No, instead she said, ""Frequently people think it is not on there - but it is.""  This was after she said it doesn't come with it.  Uh huh.  Whatever.  What a crappy attitude.

I paid my bill with exact change and she got the tip she deserved - a penny.  I also went to speak to the supervisor to tell him about the crappy service and he couldn't care less.  He was one of the staff that had been chatting with the waitress during the waits so it seems like they are friendly and he just didn't care.  

I will not be back.  Ever.",Positive,Moderate,Reasonable
319,"* You are sitting at table number crab *

This little cafe has a bit of character that pops out with the little touches.

The decor is a bit eclectic inside, with some dog statues and photos.

After ordering, instead of giving a number to put on my table, they gave me a cute little crab.  Photo:  http://www.yelp.ca/biz_photos/Y4X1Ku6vgtsfQJij5ggPIA?select=iWLeyr93GkDT-iulWpZf5Q  Instead of disposable napkins and cutlery as you might expect at a casual cafe, they had cloth napkins and stainless.   Nice.  

The soup and sandwich  combo  came with a large bowl of housemade leek and back bacon soup (http://www.yelp.ca/biz_photos/Y4X1Ku6vgtsfQJij5ggPIA?select=TtGSoJvcdRYm9h1dHPaVXA).  They had a chalkboard touting the back bacon as having just come in from a local farm.  Nifty.  It lent a nice smoky flavour to the well rounded leek soup.  Very nice.

The  ""club"" sandwich was the normal fillings for a club sandwich - but served in regular sandwich style of two slices of bread.  They used a sourdough bread from nearby Mix Bakery (http://www.yelp.ca/biz/mix-the-bakery-vancouver#hrid:b0lL4p8pIoGLP41WTNAYeA) - one of the better bakeries in Vancouver West.  The sandwich itself was piled high with lettuce, yellow tomatoes, fresh cooked bacon, and thinly sliced turkey.  The turkey was the weakest part of the sandwich, as it was more of the supermarket kind than fresh roasted.  But with the quality of the other ingredients it all worked.  Photo:  http://www.yelp.ca/biz_photos/Y4X1Ku6vgtsfQJij5ggPIA?select=kWSSPu1fYRHf12sbZ-CuUQ

I will definitely be returning - this is a really pleasant little cafe for lunch.

P.S.  Free wifi for the wifi campers out there.",Positive,Undefined,Undefined
320,"Check into yelp and you get free truffle fries!!!! It is literally the best thing you will ever eat!! They're like shoe string French fries with truffle oil, you will never have French fries the same way again ever! 

Drink menus are really cute with cute fruity drinks. on top of a really good happy hour. 

Chill atmosphere although it does get pretty busy here even on a Thursday night.

Not necessarily a five star place, but five star given the fact that is is in Vancouver, Washington.",Positive,Good,Cheap
321,"My interest was piqued as there were no reviews after Prontino had been open for at least a week. I was excited to try a place that was linked to the likeable, retro-mod diner known as Pronto (next door).

I walked in to a welcoming, clearly new, neighbourhood bar that was reminiscent of so many UWS watering holes, but certainly unique to this area, if not Vancouver. We were greeted by two friendly bartenders who were all too happy to serve us one of their specialty cocktails, and I appreciated their earnestness.

The drink menu was extensive and creatively named. I could tell that the locals had already made this their home, and it reminded me of a grown up version of Barney's.

Contrary to what was entered on yelp, they were no longer serving food after 11, much to our disappointment. Too bad as the meatballs looked really tasty--at least they did by the description on the menu.  I wasn't in the mood for a big meal, but I was curious about their reasonably priced pasta dishes, entrees and burrata salad.

I appreciated that we could share our own two seater booth, but the bar area seemed to offer the preferential seats; at least that's how it appeared as patrons looked to have made themselves permanent fixtures here.

As far as first impressions go, while it did not offer the late night selection as some of those local chains we all love to hate, it was certainly a quiet place to drink that was fitting for the 'hood. It did lack the quaintness and nostalgia of Pronto next door, but the vibe suited the cocktail atmosphere. It could still be quiet since it's so new, but it was missing that extra bit of energy that would bring me rushing back here sooner rather than later. 

Perhaps l if they decide to offer Pronto's delectable pork sandwiches as a late night menu item it just might rise to the top of my list. Maybe that's a suggestion the proprietor could consider, and one that would give this place a boost.",Positive,Good,Reasonable
322,"Casual Vietnamese cuisine is one of my favorite comfort foods and discovering Tan Tan Cafe & Delicatessen just off the 205 at Mill Plain Road was comforting and, coolest of all, credible Vietnamese. I could chalk it up to cool karma, but, honestly, Yelp deserves all the credit for this 4-star find.

The verbal Vietnamese banter behind the counter gave notice that this was going to be authentic while smiling service stood out from start til settling the bill. Olivia and I grabbed a table near the window and settled on a few favorite flavors.

 * Banh Mi Thit Nuong ($3.50)
Take a fresh French Roll and make it fabulous with grilled Lemongrass Pork and classic Pork Liver Pate, Jalapenos, Pickled Vegetables, a homemade Mayonnaise, Cucumber, Cilantro, Onions, and Fish Sauce. Hearty appetites could handle two of these french flirts easy. Buy 10 and get 1 free.

Ca Ri Vietnam ($8.50) 
This bright bowl of Vietnamese Curry with Beef, Sweet Potatoes, Carrots, and Onions is best with a French Bread Roll. The light yellow sweet Curry is heavy with Coconut Oil, but fun and flavorful for dippin' the French Bread. Get extra bread if you need it. I'm eager to try some of the Vietnamese stews that may offer more spice.

Pho Combo #1 ($7.75)
For your Vancouver Pho fix try one of the Pho Noodle bowls at Tan Tan Cafe. Combo #1 offers a choice of 2 meats, so, I opted for two traditional favorites: Tai (Rare Steak) and Nam (Well-done Steak). The broth was pho-nom-inal for some rainy day nommin' and adding the fresh Basil, Bean Sprouts, double Lime, and double Jalapenos made it doubly tasty.

Tan Tan Cafe & Delicatessen has a ton of other Vietnamese dishes plus warm Pastries, steamed Buns, or packaged goods to go. I'm looking forward to trying the Pate Chaud French Pastries with Pork Meatballs, Banh Bao steamed Meat or Sweet Buns, or a Chicken Curry Puff with Sweet Potatoes and Onions.

For totally tasty and authentic-style Vietnamese food in Vancouver, WA, Tan Tan is the One One.",Positive,Undefined,Reasonable
